,humidity,precip,windgust,winddir,tempmax,tempmin,windspeed,datetime,year,month
0,68.5,0.0,0.0,116.7,29.0,15.0,24.1,2020-11-17,2020,11
1,59.0,0.1,0.0,125.8,29.0,15.0,18.4,2020-11-18,2020,11
2,53.6,0.0,0.0,108.9,30.0,12.0,21.4,2020-11-19,2020,11
3,54.8,0.0,0.0,193.0,30.3,14.0,29.5,2020-11-20,2020,11
4,72.9,0.0,0.0,119.7,31.0,18.0,22.3,2020-11-21,2020,11
5,73.8,8.0,0.0,84.0,28.0,16.0,20.5,2020-11-22,2020,11
6,72.5,0.1,0.0,103.1,29.0,19.0,21.4,2020-11-23,2020,11
7,64.1,0.0,0.0,112.1,30.0,16.0,31.4,2020-11-24,2020,11
8,61.8,0.0,37.1,112.2,29.7,16.0,25.9,2020-11-25,2020,11
9,64.8,0.0,0.0,101.0,28.2,14.0,21.4,2020-11-26,2020,11
10,66.8,0.0,0.0,112.9,31.0,16.0,18.4,2020-11-27,2020,11
11,64.4,0.0,0.0,112.9,31.0,18.0,24.1,2020-11-28,2020,11
12,60.3,0.0,0.0,113.5,31.0,17.0,14.9,2020-11-29,2020,11
13,69.4,1.5,0.0,269.3,31.0,17.0,29.5,2020-11-30,2020,11
14,83.7,3.8,0.0,33.0,28.0,18.0,25.9,2020-12-01,2020,12
15,78.0,0.0,0.0,304.2,30.0,17.0,25.2,2020-12-02,2020,12
16,68.0,0.0,0.0,98.9,30.6,19.0,14.8,2020-12-03,2020,12
17,71.8,0.0,0.0,100.8,30.8,18.0,37.1,2020-12-04,2020,12
18,71.4,0.0,0.0,129.6,30.0,20.0,24.2,2020-12-05,2020,12
19,73.7,0.0,0.0,119.7,28.8,18.0,22.3,2020-12-06,2020,12
20,73.8,9.0,0.0,299.8,28.1,20.0,27.7,2020-12-07,2020,12
21,76.7,28.0,63.0,148.9,28.0,17.0,35.3,2020-12-08,2020,12
22,81.1,2.5,0.0,134.8,23.8,16.3,24.1,2020-12-09,2020,12
23,84.8,9.0,0.0,124.0,25.0,17.0,25.9,2020-12-10,2020,12
24,89.0,9.0,0.0,114.3,21.1,17.0,18.4,2020-12-11,2020,12
25,80.5,1.1,0.0,119.9,23.0,16.0,25.0,2020-12-12,2020,12
26,74.6,0.0,0.0,125.7,26.0,15.0,22.3,2020-12-13,2020,12
27,69.8,0.0,0.0,129.7,26.0,16.0,18.4,2020-12-14,2020,12
28,64.2,0.0,0.0,112.1,30.0,13.0,22.3,2020-12-15,2020,12
29,64.6,0.0,0.0,112.4,30.0,15.0,23.2,2020-12-16,2020,12
30,65.1,0.0,0.0,105.7,29.6,17.0,25.9,2020-12-17,2020,12
31,67.7,0.0,0.0,79.1,31.0,19.0,20.5,2020-12-18,2020,12
32,67.6,0.0,0.0,208.7,30.7,17.0,20.5,2020-12-19,2020,12
33,71.7,17.0,29.5,115.7,29.0,18.0,29.5,2020-12-20,2020,12
34,76.0,4.0,0.0,110.1,29.0,18.0,29.5,2020-12-21,2020,12
35,71.1,0.0,0.0,111.7,28.0,17.0,25.9,2020-12-22,2020,12
36,67.1,0.0,0.0,120.9,28.0,16.0,24.1,2020-12-23,2020,12
37,66.2,0.0,0.0,111.7,30.0,16.0,23.2,2020-12-24,2020,12
38,64.6,0.0,0.0,114.3,30.0,15.0,27.7,2020-12-25,2020,12
39,68.2,0.0,0.0,143.7,29.0,16.0,24.1,2020-12-26,2020,12
40,90.9,33.0,0.0,123.5,21.0,18.0,37.1,2020-12-27,2020,12
41,85.1,6.0,0.0,97.3,26.0,18.0,27.7,2020-12-28,2020,12
42,77.8,0.2,0.0,123.4,26.0,19.0,31.7,2020-12-29,2020,12
43,74.3,0.2,44.6,135.2,27.0,17.0,26.7,2020-12-30,2020,12
44,67.1,0.0,0.0,134.1,26.0,15.0,25.8,2020-12-31,2020,12
45,73.2,0.0,0.0,127.5,27.0,16.0,22.3,2021-01-01,2021,1
46,70.8,0.0,0.0,121.8,28.0,18.0,22.3,2021-01-02,2021,1
47,74.1,0.1,0.0,121.7,26.0,16.0,25.9,2021-01-03,2021,1
48,64.9,0.0,0.0,126.1,28.0,15.0,20.5,2021-01-04,2021,1
49,74.3,3.0,0.0,102.5,29.0,16.0,22.3,2021-01-05,2021,1
50,71.8,0.1,0.0,102.2,29.6,17.9,18.4,2021-01-06,2021,1
51,64.2,0.0,0.0,96.7,30.7,17.5,20.5,2021-01-07,2021,1
52,67.4,0.0,0.0,103.8,31.0,17.0,24.1,2021-01-08,2021,1
53,79.6,16.0,0.0,101.5,30.0,19.0,22.3,2021-01-09,2021,1
54,67.4,0.0,0.0,98.0,29.8,18.0,22.3,2021-01-10,2021,1
55,69.3,0.0,0.0,114.5,30.0,17.0,18.4,2021-01-11,2021,1
56,63.0,0.0,0.0,124.4,31.7,16.0,13.0,2021-01-12,2021,1
57,66.6,0.0,0.0,217.4,31.0,19.0,16.6,2021-01-13,2021,1
58,73.5,0.7,0.0,202.7,31.0,19.0,15.7,2021-01-14,2021,1
59,75.6,18.3,0.0,94.7,30.0,18.0,14.8,2021-01-15,2021,1
60,73.0,2.0,0.0,84.8,30.0,19.0,18.4,2021-01-16,2021,1
61,66.5,0.1,0.0,39.3,32.0,18.0,20.5,2021-01-17,2021,1
62,67.9,0.0,0.0,148.7,33.0,20.0,22.3,2021-01-18,2021,1
63,66.7,0.4,0.0,139.4,30.0,17.3,26.8,2021-01-19,2021,1
64,87.4,14.1,0.0,141.8,24.0,19.0,27.7,2021-01-20,2021,1
65,79.6,5.1,0.0,69.5,27.1,20.0,25.9,2021-01-21,2021,1
66,75.0,0.0,0.0,84.7,30.0,19.0,20.3,2021-01-22,2021,1
67,71.7,0.0,0.0,108.6,30.0,19.0,24.1,2021-01-23,2021,1
68,78.5,76.0,0.0,46.5,31.1,17.0,38.9,2021-01-24,2021,1
69,81.2,14.0,64.8,269.2,30.0,16.0,14.5,2021-01-25,2021,1
70,82.9,38.0,0.0,64.5,29.0,17.0,25.9,2021-01-26,2021,1
71,77.7,1.1,0.0,97.2,29.0,17.0,16.6,2021-01-27,2021,1
72,76.4,23.0,0.0,152.2,31.0,19.0,20.5,2021-01-28,2021,1
73,82.2,2.5,0.0,61.6,29.0,18.0,35.3,2021-01-29,2021,1
74,77.1,0.0,0.0,83.0,27.0,16.0,27.7,2021-01-30,2021,1
75,77.0,9.0,0.0,85.1,28.0,17.0,16.6,2021-01-31,2021,1
76,73.1,0.0,0.0,114.5,29.0,19.0,22.3,2021-02-01,2021,2
77,69.1,0.2,0.0,125.4,30.0,19.0,25.9,2021-02-02,2021,2
78,70.4,0.0,0.0,118.7,29.0,16.4,24.1,2021-02-03,2021,2
79,79.5,15.1,0.0,115.4,28.0,17.0,27.7,2021-02-04,2021,2
80,76.8,16.0,0.0,96.9,29.7,18.0,25.9,2021-02-05,2021,2
81,77.6,3.0,0.0,355.2,28.0,17.6,22.3,2021-02-06,2021,2
82,83.7,0.9,0.0,327.0,28.0,17.6,25.9,2021-02-07,2021,2
83,74.2,0.0,0.0,70.1,29.0,19.0,29.5,2021-02-08,2021,2
84,85.3,22.0,0.0,80.8,26.0,18.0,18.4,2021-02-09,2021,2
85,84.3,61.0,0.0,81.6,26.0,18.0,27.7,2021-02-10,2021,2
86,83.2,18.0,0.0,81.0,24.0,16.0,17.7,2021-02-11,2021,2
87,78.6,33.8,0.0,97.0,26.0,15.0,22.3,2021-02-12,2021,2
88,85.9,5.0,0.0,107.4,25.0,18.0,23.4,2021-02-13,2021,2
89,89.1,7.9,0.0,119.3,24.0,17.0,20.5,2021-02-14,2021,2
90,82.2,17.0,0.0,34.9,25.0,16.9,13.0,2021-02-15,2021,2
91,87.8,13.0,0.0,5.6,26.0,17.4,27.8,2021-02-16,2021,2
92,78.8,0.7,0.0,306.2,28.0,18.0,18.4,2021-02-17,2021,2
93,74.4,2.0,53.6,118.6,32.0,17.8,29.5,2021-02-18,2021,2
94,74.5,4.6,0.0,124.8,30.0,19.0,22.3,2021-02-19,2021,2
95,73.1,3.4,0.0,102.1,30.0,18.7,22.3,2021-02-20,2021,2
96,77.3,2.1,0.0,100.9,28.0,18.0,24.1,2021-02-21,2021,2
97,79.1,0.0,0.0,128.5,28.0,18.0,30.6,2021-02-22,2021,2
98,76.1,0.0,0.0,116.2,26.3,17.0,29.5,2021-02-23,2021,2
99,78.0,0.1,0.0,124.0,26.0,17.4,25.0,2021-02-24,2021,2
100,75.3,0.0,0.0,107.2,27.0,18.0,24.1,2021-02-25,2021,2
101,78.0,0.0,0.0,97.5,27.0,17.0,19.5,2021-02-26,2021,2
102,79.3,0.3,0.0,82.1,29.0,19.0,18.4,2021-02-27,2021,2
103,75.4,0.0,0.0,110.4,27.0,18.1,23.2,2021-02-28,2021,2
104,73.9,0.0,0.0,121.2,26.9,18.0,25.9,2021-03-01,2021,3
105,73.3,0.0,0.0,109.5,27.0,17.0,27.7,2021-03-02,2021,3
106,70.6,0.0,0.0,98.6,28.6,16.0,20.5,2021-03-03,2021,3
107,92.8,60.0,48.2,357.2,23.0,18.0,25.9,2021-03-04,2021,3
108,89.6,15.0,0.0,19.7,25.0,18.0,24.1,2021-03-05,2021,3
109,83.7,22.0,0.0,306.2,27.0,18.0,29.5,2021-03-06,2021,3
110,76.3,0.0,0.0,286.5,28.0,16.8,24.1,2021-03-07,2021,3
111,74.6,0.0,0.0,68.7,28.0,18.0,18.4,2021-03-08,2021,3
112,73.1,0.0,0.0,119.9,29.0,17.8,20.5,2021-03-09,2021,3
113,74.8,0.0,0.0,102.5,27.0,17.0,22.3,2021-03-10,2021,3
114,76.4,0.0,0.0,116.5,27.0,18.0,22.3,2021-03-11,2021,3
115,72.9,0.0,0.0,122.5,26.1,18.0,22.3,2021-03-12,2021,3
116,68.5,0.0,0.0,129.3,25.1,14.5,20.5,2021-03-13,2021,3
117,74.6,0.0,0.0,129.6,27.0,14.7,27.7,2021-03-14,2021,3
118,74.1,0.0,0.0,127.0,26.0,18.0,24.1,2021-03-15,2021,3
119,76.6,0.0,0.0,118.5,27.0,17.0,29.5,2021-03-16,2021,3
120,77.6,6.0,0.0,118.6,27.0,18.0,18.4,2021-03-17,2021,3
121,83.3,45.0,72.4,117.4,27.0,16.0,38.9,2021-03-18,2021,3
122,82.7,9.0,42.5,126.5,27.0,17.3,16.6,2021-03-19,2021,3
123,77.6,0.0,0.0,119.7,25.0,17.0,22.3,2021-03-20,2021,3
124,80.5,2.0,0.0,116.7,26.0,16.0,23.2,2021-03-21,2021,3
125,80.5,0.9,0.0,104.6,26.8,18.0,27.7,2021-03-22,2021,3
126,81.0,0.2,0.0,27.5,27.0,18.0,25.0,2021-03-23,2021,3
127,80.7,0.7,0.0,314.9,27.0,19.0,22.3,2021-03-24,2021,3
128,84.3,9.6,0.0,43.9,27.0,18.0,18.4,2021-03-25,2021,3
129,81.8,9.0,0.0,305.7,29.0,17.9,18.4,2021-03-26,2021,3
130,77.2,0.0,0.0,296.3,28.0,15.3,24.1,2021-03-27,2021,3
131,75.9,0.0,0.0,289.3,28.0,16.0,20.5,2021-03-28,2021,3
132,74.5,0.0,0.0,285.4,29.0,16.8,14.8,2021-03-29,2021,3
133,76.8,0.0,0.0,65.7,27.0,17.4,13.0,2021-03-30,2021,3
134,78.2,0.0,0.0,113.4,26.0,18.0,18.4,2021-03-31,2021,3
135,79.7,0.0,0.0,133.1,24.0,18.0,24.1,2021-04-01,2021,4
136,79.0,0.0,0.0,133.0,24.0,15.0,24.1,2021-04-02,2021,4
137,76.5,0.0,0.0,105.8,27.3,13.0,20.5,2021-04-03,2021,4
138,80.8,7.0,0.0,84.7,28.0,17.0,20.5,2021-04-04,2021,4
139,79.4,0.5,0.0,291.5,28.0,16.0,16.6,2021-04-05,2021,4
140,76.0,0.0,0.0,86.7,30.0,15.0,22.3,2021-04-06,2021,4
141,77.3,0.0,0.0,131.9,26.0,18.0,25.9,2021-04-07,2021,4
142,77.6,0.0,0.0,137.5,26.0,17.1,18.4,2021-04-08,2021,4
143,74.4,0.0,0.0,113.5,26.0,14.1,22.3,2021-04-09,2021,4
144,76.5,0.0,0.0,121.6,26.0,16.0,18.4,2021-04-10,2021,4
145,77.6,0.0,0.0,128.7,24.0,16.0,20.5,2021-04-11,2021,4
146,75.8,0.0,0.0,135.9,26.0,16.0,23.2,2021-04-12,2021,4
147,80.7,0.3,0.0,130.2,25.0,14.4,27.7,2021-04-13,2021,4
148,76.7,0.0,0.0,123.4,25.1,16.9,18.4,2021-04-14,2021,4
149,82.4,5.0,0.0,79.6,27.0,17.0,22.3,2021-04-15,2021,4
150,84.0,1.0,0.0,306.1,28.0,16.3,20.5,2021-04-16,2021,4
151,81.5,0.0,0.0,106.1,27.0,15.0,22.3,2021-04-17,2021,4
152,78.2,0.0,0.0,138.4,21.0,15.0,22.3,2021-04-18,2021,4
153,80.5,0.0,0.0,142.6,21.9,15.0,20.5,2021-04-19,2021,4
154,78.0,0.0,0.0,128.3,23.0,16.0,22.3,2021-04-20,2021,4
155,78.3,0.0,0.0,134.3,24.0,15.0,20.5,2021-04-21,2021,4
156,83.2,0.2,0.0,122.0,24.0,14.0,22.3,2021-04-22,2021,4
157,76.1,0.0,0.0,112.8,25.0,16.0,24.1,2021-04-23,2021,4
158,79.9,0.0,0.0,138.8,24.0,16.0,27.7,2021-04-24,2021,4
159,79.8,0.1,0.0,131.9,23.0,17.0,19.5,2021-04-25,2021,4
160,79.0,0.0,0.0,133.6,25.0,16.6,25.9,2021-04-26,2021,4
161,83.7,1.0,0.0,135.3,22.0,16.0,20.5,2021-04-27,2021,4
162,79.9,0.0,0.0,128.0,24.0,16.0,25.0,2021-04-28,2021,4
163,80.0,0.0,0.0,141.5,23.0,16.0,25.9,2021-04-29,2021,4
164,82.2,0.0,0.0,136.5,25.0,17.0,20.5,2021-04-30,2021,4
165,80.3,0.0,0.0,111.6,26.0,15.0,14.8,2021-05-01,2021,5
166,78.3,0.0,0.0,269.1,29.0,16.0,27.7,2021-05-02,2021,5
167,78.6,0.1,0.0,298.7,25.0,15.0,11.2,2021-05-03,2021,5
168,74.4,0.0,0.0,297.8,27.0,15.2,20.5,2021-05-04,2021,5
169,76.6,0.0,0.0,309.5,28.0,12.0,25.9,2021-05-05,2021,5
170,76.8,0.0,0.0,29.4,28.0,14.0,14.8,2021-05-06,2021,5
171,73.0,0.0,29.5,88.4,27.0,16.0,18.4,2021-05-07,2021,5
172,77.2,0.0,0.0,102.0,25.0,16.0,22.3,2021-05-08,2021,5
173,78.7,0.5,0.0,77.8,26.0,15.0,12.9,2021-05-09,2021,5
174,79.2,5.0,0.0,311.4,25.0,15.0,20.5,2021-05-10,2021,5
175,78.7,0.0,0.0,122.8,24.8,14.0,20.5,2021-05-11,2021,5
176,74.9,0.0,0.0,125.3,24.4,14.0,20.5,2021-05-12,2021,5
177,80.0,0.0,0.0,121.1,24.2,12.0,24.1,2021-05-13,2021,5
178,77.6,0.0,0.0,135.7,23.0,15.0,24.1,2021-05-14,2021,5
179,79.6,0.3,0.0,120.5,22.3,13.0,25.9,2021-05-15,2021,5
180,82.2,0.0,0.0,99.3,23.0,10.0,20.5,2021-05-16,2021,5
181,76.7,0.0,0.0,104.5,25.0,10.8,16.6,2021-05-17,2021,5
182,75.0,0.0,0.0,124.2,24.0,11.0,18.4,2021-05-18,2021,5
183,83.3,0.2,0.0,139.3,20.0,12.0,22.3,2021-05-19,2021,5
184,77.9,0.1,0.0,151.8,19.2,12.0,29.5,2021-05-20,2021,5
185,78.4,0.8,0.0,162.2,19.0,10.0,20.5,2021-05-21,2021,5
186,78.2,0.0,0.0,140.8,21.1,10.0,25.0,2021-05-22,2021,5
187,82.0,0.0,0.0,146.0,23.0,8.0,16.6,2021-05-23,2021,5
188,75.3,0.0,0.0,109.0,23.0,14.0,19.5,2021-05-24,2021,5
189,72.1,0.0,0.0,97.7,24.0,11.0,14.8,2021-05-25,2021,5
190,71.9,0.0,0.0,133.5,23.0,12.0,14.8,2021-05-26,2021,5
191,75.8,0.0,0.0,88.9,23.0,11.0,14.8,2021-05-27,2021,5
192,74.2,0.0,0.0,33.3,25.0,11.0,13.0,2021-05-28,2021,5
193,75.4,0.0,0.0,27.7,25.0,9.0,13.8,2021-05-29,2021,5
194,71.1,0.0,0.0,59.4,27.0,11.8,18.4,2021-05-30,2021,5
195,75.6,0.0,0.0,77.4,26.7,13.0,11.2,2021-05-31,2021,5
196,85.3,2.0,0.0,100.0,21.0,14.0,16.6,2021-06-01,2021,6
197,79.4,0.0,0.0,109.7,23.0,12.0,25.9,2021-06-02,2021,6
198,80.2,0.0,0.0,95.9,24.0,10.0,16.6,2021-06-03,2021,6
199,77.8,0.0,0.0,92.6,26.0,13.0,12.1,2021-06-04,2021,6
200,75.3,0.0,0.0,263.8,26.0,12.0,20.5,2021-06-05,2021,6
201,80.2,0.0,0.0,124.7,20.0,11.0,24.1,2021-06-06,2021,6
202,74.5,0.0,0.0,151.3,19.0,11.1,25.9,2021-06-07,2021,6
203,70.6,0.0,0.0,144.5,21.0,11.0,27.7,2021-06-08,2021,6
204,73.8,0.0,44.6,147.3,18.8,9.4,24.1,2021-06-09,2021,6
205,75.7,0.0,0.0,144.5,20.0,9.5,22.3,2021-06-10,2021,6
206,77.2,0.0,0.0,131.6,20.0,10.0,25.9,2021-06-11,2021,6
207,72.7,0.0,0.0,133.3,23.0,12.0,20.5,2021-06-12,2021,6
208,91.5,3.1,0.0,138.6,20.0,15.0,16.6,2021-06-13,2021,6
209,88.2,9.2,0.0,157.2,19.0,12.0,17.4,2021-06-14,2021,6
210,80.1,0.0,0.0,109.9,24.0,10.5,20.5,2021-06-15,2021,6
211,80.3,0.0,0.0,136.3,19.0,10.0,27.7,2021-06-16,2021,6
212,82.6,0.0,0.0,120.5,19.0,8.0,16.6,2021-06-17,2021,6
213,78.5,0.0,0.0,134.1,24.0,7.0,14.8,2021-06-18,2021,6
214,76.0,0.0,0.0,136.5,22.0,9.0,22.3,2021-06-19,2021,6
215,76.8,0.2,0.0,146.0,20.0,11.0,30.6,2021-06-20,2021,6
216,78.6,0.0,0.0,139.6,19.0,10.0,25.9,2021-06-21,2021,6
217,74.0,0.0,0.0,127.7,19.0,10.0,22.3,2021-06-22,2021,6
218,79.8,0.0,0.0,123.7,18.0,8.0,21.1,2021-06-23,2021,6
219,75.8,0.0,0.0,109.2,22.0,7.0,18.4,2021-06-24,2021,6
220,84.0,0.0,0.0,82.0,20.0,7.0,16.5,2021-06-25,2021,6
221,79.1,0.0,0.0,70.0,22.2,10.0,11.2,2021-06-26,2021,6
222,75.8,0.0,0.0,114.2,22.0,10.8,16.6,2021-06-27,2021,6
223,73.6,0.0,0.0,96.3,23.0,6.0,16.5,2021-06-28,2021,6
224,79.0,0.0,0.0,132.2,24.0,10.0,18.4,2021-06-29,2021,6
225,77.2,0.0,0.0,106.1,22.0,9.9,22.3,2021-06-30,2021,6
226,79.8,0.0,0.0,113.2,22.0,8.0,20.3,2021-07-01,2021,7
227,75.0,0.0,0.0,120.1,22.6,10.0,29.5,2021-07-02,2021,7
228,82.5,0.3,0.0,129.7,21.0,10.7,21.4,2021-07-03,2021,7
229,76.0,0.0,0.0,108.9,24.0,7.0,18.4,2021-07-04,2021,7
230,82.4,0.0,0.0,108.3,23.0,8.0,18.4,2021-07-05,2021,7
231,81.3,0.0,0.0,116.6,21.0,9.0,18.4,2021-07-06,2021,7
232,80.0,0.0,0.0,120.6,22.0,10.0,18.4,2021-07-07,2021,7
233,75.8,0.0,0.0,144.7,20.8,10.0,25.0,2021-07-08,2021,7
234,76.5,0.0,0.0,140.9,20.0,12.0,29.5,2021-07-09,2021,7
235,76.4,0.1,50.0,143.8,20.0,14.0,27.7,2021-07-10,2021,7
236,73.2,0.0,0.0,138.9,21.0,11.1,25.9,2021-07-11,2021,7
237,80.2,1.0,0.0,126.8,22.0,11.0,27.7,2021-07-12,2021,7
238,75.2,0.0,0.0,119.5,21.0,10.0,27.7,2021-07-13,2021,7
239,78.8,0.0,0.0,114.9,23.0,7.0,25.0,2021-07-14,2021,7
240,78.0,0.0,0.0,129.2,21.0,9.0,31.7,2021-07-15,2021,7
241,71.8,0.0,0.0,134.0,21.0,10.4,22.3,2021-07-16,2021,7
242,69.4,0.0,0.0,136.2,20.0,13.0,24.1,2021-07-17,2021,7
243,75.4,0.0,0.0,118.1,22.0,11.3,24.1,2021-07-18,2021,7
244,76.2,0.0,0.0,140.0,21.0,12.0,29.5,2021-07-19,2021,7
245,80.8,0.0,0.0,139.6,18.8,13.0,24.1,2021-07-20,2021,7
246,72.8,0.0,0.0,140.8,21.0,12.0,25.9,2021-07-21,2021,7
247,76.3,0.0,0.0,136.0,20.8,9.0,18.4,2021-07-22,2021,7
248,75.2,0.0,0.0,121.0,22.0,8.7,16.6,2021-07-23,2021,7
249,76.5,0.0,0.0,132.9,20.0,9.0,20.5,2021-07-24,2021,7
250,75.2,0.0,44.6,160.6,19.0,12.0,27.7,2021-07-25,2021,7
251,74.6,0.0,0.0,147.4,17.0,11.0,24.1,2021-07-26,2021,7
252,69.9,0.4,0.0,143.9,22.0,10.0,20.5,2021-07-27,2021,7
