,humidity,precip,windgust,winddir,tempmax,tempmin,windspeed,datetime,year,month
253,67.3,0.0,0.0,133.9,21.0,7.1,25.9,2021-07-28,2021,7
254,85.5,0.1,0.0,141.5,18.0,10.5,23.1,2021-07-29,2021,7
255,81.7,0.0,0.0,143.1,19.0,12.0,24.1,2021-07-30,2021,7
256,73.8,0.0,0.0,134.6,20.0,9.0,25.9,2021-07-31,2021,7
257,73.9,0.0,0.0,128.7,21.0,6.0,26.7,2021-08-01,2021,8
258,78.7,0.0,0.0,110.9,20.0,10.5,14.8,2021-08-02,2021,8
259,72.8,0.0,0.0,135.0,24.0,7.0,24.1,2021-08-03,2021,8
260,81.9,0.9,0.0,132.7,19.0,11.0,23.1,2021-08-04,2021,8
261,80.5,0.6,0.0,137.6,21.0,10.0,24.1,2021-08-05,2021,8
262,69.5,0.0,0.0,128.9,22.0,7.1,18.4,2021-08-06,2021,8
263,74.3,0.0,0.0,107.1,24.0,7.0,18.4,2021-08-07,2021,8
264,70.2,0.0,0.0,111.0,24.0,9.5,20.5,2021-08-08,2021,8
265,69.5,0.0,0.0,118.9,24.0,8.5,16.6,2021-08-09,2021,8
266,75.5,0.0,0.0,136.0,24.0,10.0,20.5,2021-08-10,2021,8
267,74.1,0.0,0.0,112.5,20.0,12.0,22.3,2021-08-11,2021,8
268,71.8,0.0,0.0,34.7,27.0,6.9,18.4,2021-08-12,2021,8
269,74.7,0.0,0.0,150.3,26.0,11.9,18.4,2021-08-13,2021,8
270,72.9,0.0,48.2,150.2,21.8,14.0,27.7,2021-08-14,2021,8
271,73.7,0.0,0.0,129.7,20.0,10.0,21.4,2021-08-15,2021,8
272,72.6,0.0,0.0,130.5,20.0,8.0,25.0,2021-08-16,2021,8
273,71.3,0.0,40.7,140.3,20.0,11.0,30.5,2021-08-17,2021,8
274,76.6,0.1,0.0,117.7,21.0,11.0,22.3,2021-08-18,2021,8
275,74.6,0.0,0.0,90.3,27.0,9.0,18.4,2021-08-19,2021,8
276,74.1,0.0,0.0,103.7,28.9,14.2,20.5,2021-08-20,2021,8
277,68.6,0.0,0.0,117.6,27.0,13.4,25.9,2021-08-21,2021,8
278,68.3,0.0,0.0,114.1,25.0,10.0,20.5,2021-08-22,2021,8
279,69.3,0.0,0.0,101.5,27.0,8.5,20.5,2021-08-23,2021,8
280,65.8,0.0,0.0,101.3,24.0,13.0,20.5,2021-08-24,2021,8
281,72.6,0.0,0.0,102.8,27.0,12.0,24.1,2021-08-25,2021,8
282,76.0,0.0,0.0,132.8,23.5,9.8,24.1,2021-08-26,2021,8
283,67.5,0.0,50.0,144.5,21.0,12.0,31.7,2021-08-27,2021,8
284,74.3,0.0,0.0,152.7,21.0,10.0,27.7,2021-08-28,2021,8
285,81.1,0.3,0.0,152.9,23.0,13.3,25.0,2021-08-29,2021,8
286,77.6,0.4,0.0,113.0,25.0,16.0,24.1,2021-08-30,2021,8
287,76.0,0.0,42.5,103.1,25.0,15.0,25.9,2021-08-31,2021,8
288,69.7,0.0,44.6,108.8,27.0,13.0,27.7,2021-09-01,2021,9
289,72.3,0.0,0.0,118.0,24.0,9.0,26.8,2021-09-02,2021,9
290,65.2,0.0,0.0,126.0,23.0,11.0,25.0,2021-09-03,2021,9
291,71.4,0.0,0.0,131.7,21.0,12.0,28.6,2021-09-04,2021,9
292,74.7,0.0,0.0,141.4,21.0,10.0,25.9,2021-09-05,2021,9
293,71.8,0.9,44.6,121.5,22.0,11.4,25.9,2021-09-06,2021,9
294,73.5,0.0,0.0,123.5,22.0,12.0,24.1,2021-09-07,2021,9
295,67.5,0.0,0.0,112.0,24.0,9.5,23.2,2021-09-08,2021,9
296,71.6,0.0,0.0,107.7,26.0,9.9,22.3,2021-09-09,2021,9
297,73.0,0.0,0.0,124.2,23.0,11.2,28.6,2021-09-10,2021,9
298,75.1,0.0,51.8,147.3,20.0,12.0,31.7,2021-09-11,2021,9
299,77.0,0.0,0.0,138.8,19.0,13.0,35.3,2021-09-12,2021,9
300,78.6,0.5,0.0,123.5,23.0,12.0,24.1,2021-09-13,2021,9
301,74.6,0.0,0.0,118.7,23.0,10.3,25.0,2021-09-14,2021,9
302,69.5,0.0,0.0,107.6,26.0,9.4,25.9,2021-09-15,2021,9
303,67.2,0.0,0.0,109.3,27.0,12.8,24.1,2021-09-16,2021,9
304,66.4,0.0,0.0,269.9,29.0,12.0,18.4,2021-09-17,2021,9
305,65.4,0.0,38.9,263.2,28.0,13.0,22.3,2021-09-18,2021,9
306,77.4,0.0,0.0,114.0,20.6,13.0,25.9,2021-09-19,2021,9
307,82.5,2.0,0.0,105.1,18.0,12.0,20.5,2021-09-20,2021,9
308,77.1,0.0,0.0,106.1,24.0,12.0,24.1,2021-09-21,2021,9
309,68.0,0.0,0.0,99.5,26.0,11.0,25.9,2021-09-22,2021,9
310,68.9,0.2,0.0,126.2,25.0,14.3,25.9,2021-09-23,2021,9
311,68.4,0.0,0.0,128.4,23.0,12.0,26.7,2021-09-24,2021,9
312,72.7,0.0,0.0,126.3,23.0,12.3,27.7,2021-09-25,2021,9
313,68.8,0.2,44.6,128.3,24.0,12.0,27.7,2021-09-26,2021,9
314,67.0,0.0,0.0,126.2,25.0,10.0,25.9,2021-09-27,2021,9
315,74.3,0.0,0.0,111.2,24.0,12.0,31.7,2021-09-28,2021,9
316,67.4,0.0,0.0,106.1,24.0,14.0,25.9,2021-09-29,2021,9
317,63.0,0.0,0.0,106.7,26.0,13.0,22.3,2021-09-30,2021,9
318,67.6,0.0,0.0,100.4,24.0,12.0,25.0,2021-10-01,2021,10
319,69.0,0.0,44.6,101.6,24.0,11.0,30.4,2021-10-02,2021,10
320,71.1,0.0,0.0,97.7,25.0,9.0,28.6,2021-10-03,2021,10
321,64.9,0.0,0.0,118.2,27.5,15.0,22.3,2021-10-04,2021,10
322,58.8,0.0,0.0,123.5,28.0,15.9,22.3,2021-10-05,2021,10
323,58.1,0.0,0.0,110.0,29.0,13.8,22.3,2021-10-06,2021,10
324,67.2,0.0,0.0,112.9,29.0,14.3,31.7,2021-10-07,2021,10
325,71.7,0.0,0.0,124.4,23.0,14.0,25.9,2021-10-08,2021,10
326,71.8,0.0,0.0,101.8,22.7,12.0,24.1,2021-10-09,2021,10
327,63.8,0.0,0.0,112.1,25.5,12.0,24.1,2021-10-10,2021,10
328,61.8,0.0,40.7,132.6,27.0,11.0,27.7,2021-10-11,2021,10
329,67.8,0.0,0.0,120.7,26.0,15.0,26.8,2021-10-12,2021,10
330,65.7,0.0,0.0,113.8,30.0,14.0,24.1,2021-10-13,2021,10
331,67.0,0.0,0.0,104.0,29.0,15.0,25.9,2021-10-14,2021,10
332,70.2,0.0,0.0,108.7,27.0,13.0,29.5,2021-10-15,2021,10
333,65.6,0.0,0.0,98.7,26.0,9.0,31.7,2021-10-16,2021,10
334,69.3,0.0,0.0,108.4,25.0,11.0,25.9,2021-10-17,2021,10
335,70.9,0.0,0.0,100.7,27.0,10.0,24.1,2021-10-18,2021,10
336,62.8,0.0,0.0,98.8,30.0,12.0,22.3,2021-10-19,2021,10
337,63.8,0.0,0.0,99.3,29.0,15.0,25.9,2021-10-20,2021,10
338,74.8,3.0,0.0,337.0,28.0,15.0,25.0,2021-10-21,2021,10
339,67.7,0.0,0.0,338.0,30.0,12.4,24.1,2021-10-22,2021,10
340,58.7,0.0,38.9,350.2,32.0,16.0,31.7,2021-10-23,2021,10
341,67.4,0.0,0.0,87.1,33.0,16.0,32.6,2021-10-24,2021,10
342,76.1,19.0,0.0,103.9,29.0,17.0,31.7,2021-10-25,2021,10
343,67.3,0.0,0.0,110.5,27.0,14.0,24.1,2021-10-26,2021,10
344,65.9,0.0,0.0,112.0,31.0,13.0,18.4,2021-10-27,2021,10
345,68.4,0.0,53.6,337.4,32.0,16.0,27.7,2021-10-28,2021,10
346,78.5,3.0,0.0,105.6,24.0,14.9,20.5,2021-10-29,2021,10
347,69.0,0.0,0.0,61.2,25.3,15.0,20.5,2021-10-30,2021,10
348,62.2,0.0,0.0,6.4,29.0,15.9,20.5,2021-10-31,2021,10
349,60.4,0.0,0.0,342.5,30.6,16.0,22.3,2021-11-01,2021,11
350,61.0,0.0,0.0,344.7,31.0,16.0,22.3,2021-11-02,2021,11
351,70.1,6.0,37.1,113.6,32.0,16.0,25.0,2021-11-03,2021,11
352,65.5,4.0,0.0,131.5,32.0,17.0,13.0,2021-11-04,2021,11
353,69.6,0.0,0.0,135.1,32.0,17.0,25.9,2021-11-05,2021,11
354,70.5,0.0,0.0,103.9,28.0,17.0,25.9,2021-11-06,2021,11
355,68.7,0.0,0.0,105.7,30.0,18.0,25.9,2021-11-07,2021,11
356,63.7,0.0,0.0,95.7,31.0,17.0,24.1,2021-11-08,2021,11
357,65.3,0.0,0.0,107.0,32.0,15.0,26.8,2021-11-09,2021,11
358,66.5,0.0,0.0,104.5,33.0,18.0,21.4,2021-11-10,2021,11
359,59.1,0.0,0.0,118.2,32.0,18.0,18.4,2021-11-11,2021,11
360,64.3,0.0,0.0,105.0,30.0,16.0,22.3,2021-11-12,2021,11
361,61.7,0.0,0.0,97.9,32.0,17.0,31.4,2021-11-13,2021,11
362,62.7,0.0,0.0,83.7,32.0,16.0,18.4,2021-11-14,2021,11
363,62.7,17.0,0.0,73.1,31.0,17.0,18.4,2021-11-15,2021,11
364,65.3,4.0,0.0,105.4,30.0,16.0,24.1,2021-11-16,2021,11
365,63.6,0.0,0.0,104.7,31.0,16.0,27.7,2021-11-17,2021,11
366,61.5,0.0,35.3,104.9,28.0,14.0,27.7,2021-11-18,2021,11
367,64.8,0.0,0.0,110.1,30.0,12.0,27.7,2021-11-19,2021,11
368,67.3,0.0,0.0,103.2,30.0,15.2,25.9,2021-11-20,2021,11
369,62.8,0.0,0.0,106.7,30.3,18.0,25.9,2021-11-21,2021,11
370,60.2,0.0,0.0,108.6,30.0,18.0,22.3,2021-11-22,2021,11
371,61.9,2.0,0.0,359.0,30.0,17.0,18.4,2021-11-23,2021,11
372,68.7,2.0,40.7,299.7,32.0,19.0,29.5,2021-11-24,2021,11
373,75.5,23.0,0.0,139.4,31.0,18.0,20.3,2021-11-25,2021,11
374,79.5,13.0,0.0,122.8,27.2,17.0,25.0,2021-11-26,2021,11
375,80.2,35.0,0.0,75.7,29.5,17.0,22.3,2021-11-27,2021,11
376,79.5,7.0,0.0,113.3,27.0,17.9,27.7,2021-11-28,2021,11
377,74.2,0.0,0.0,104.5,27.0,17.0,21.4,2021-11-29,2021,11
378,74.8,0.8,0.0,97.9,28.0,17.0,24.1,2021-11-30,2021,11
379,73.2,5.2,0.0,97.1,28.0,16.0,25.9,2021-12-01,2021,12
380,75.8,0.0,0.0,117.8,24.0,16.0,27.7,2021-12-02,2021,12
381,66.9,0.0,0.0,115.6,27.0,14.0,25.9,2021-12-03,2021,12
382,70.0,0.0,0.0,111.2,27.0,17.0,24.1,2021-12-04,2021,12
383,68.2,0.0,0.0,103.3,29.0,15.0,24.1,2021-12-05,2021,12
384,66.1,0.0,0.0,107.0,28.5,15.0,25.9,2021-12-06,2021,12
385,68.0,0.0,42.5,111.5,27.0,14.0,24.1,2021-12-07,2021,12
386,68.0,0.0,0.0,120.4,27.9,12.0,27.7,2021-12-08,2021,12
387,64.9,0.0,0.0,115.7,28.0,15.0,19.5,2021-12-09,2021,12
388,63.6,0.0,0.0,106.3,29.0,14.0,25.9,2021-12-10,2021,12
389,70.1,0.0,0.0,110.5,26.0,14.0,28.6,2021-12-11,2021,12
390,63.9,0.0,0.0,118.4,27.0,17.0,25.9,2021-12-12,2021,12
391,70.1,0.0,0.0,114.8,28.1,15.0,33.5,2021-12-13,2021,12
392,64.9,0.0,0.0,118.0,28.0,16.0,24.1,2021-12-14,2021,12
393,64.1,0.0,0.0,112.9,29.0,15.0,25.9,2021-12-15,2021,12
394,72.0,0.0,0.0,110.6,29.0,15.0,30.5,2021-12-16,2021,12
395,65.4,0.0,0.0,248.8,31.0,15.0,16.6,2021-12-17,2021,12
396,72.0,4.0,0.0,280.9,31.0,17.0,27.7,2021-12-18,2021,12
397,65.5,0.0,0.0,282.6,32.0,18.0,27.7,2021-12-19,2021,12
398,77.0,36.0,0.0,67.6,30.0,18.0,16.6,2021-12-20,2021,12
399,82.7,23.0,0.0,14.1,30.3,18.0,20.5,2021-12-21,2021,12
400,77.7,0.3,0.0,350.4,30.3,18.0,20.5,2021-12-22,2021,12
401,67.6,0.0,0.0,300.9,30.0,18.0,28.9,2021-12-23,2021,12
402,72.1,3.0,0.0,305.7,32.0,17.0,25.9,2021-12-24,2021,12
403,68.2,0.1,0.0,247.0,33.0,19.0,22.3,2021-12-25,2021,12
404,77.9,60.0,53.6,106.7,31.0,17.0,33.5,2021-12-26,2021,12
405,81.7,10.0,0.0,112.5,29.3,18.0,18.4,2021-12-27,2021,12
406,87.5,78.0,0.0,186.6,29.0,19.0,25.0,2021-12-28,2021,12
407,81.7,0.8,0.0,110.9,27.3,18.0,27.7,2021-12-29,2021,12
408,77.2,42.0,0.0,90.7,29.0,18.0,22.3,2021-12-30,2021,12
409,79.5,1.0,0.0,14.3,28.0,18.0,18.4,2021-12-31,2021,12
410,83.1,28.8,0.0,336.1,29.0,18.0,34.1,2022-01-01,2022,1
411,79.1,3.0,0.0,185.4,30.0,18.0,21.4,2022-01-02,2022,1
412,80.0,0.8,0.0,94.1,29.3,18.9,29.5,2022-01-03,2022,1
413,84.9,14.2,0.0,71.0,28.0,19.0,18.4,2022-01-04,2022,1
414,87.4,17.0,0.0,59.7,27.0,18.0,20.3,2022-01-05,2022,1
415,83.5,19.0,0.0,294.5,27.0,17.9,18.4,2022-01-06,2022,1
416,77.1,0.0,0.0,138.5,29.0,17.4,22.3,2022-01-07,2022,1
417,76.1,0.2,29.5,124.2,28.0,18.0,24.1,2022-01-08,2022,1
418,77.9,0.0,0.0,136.0,25.0,18.0,23.1,2022-01-09,2022,1
419,86.0,5.7,24.1,125.2,28.0,17.0,26.8,2022-01-10,2022,1
420,76.7,16.6,16.9,84.6,29.2,17.0,22.3,2022-01-11,2022,1
421,88.1,62.0,29.2,285.6,27.0,17.2,25.9,2022-01-12,2022,1
422,85.1,3.0,42.8,287.0,26.2,17.2,22.7,2022-01-13,2022,1
423,79.4,0.0,29.2,299.6,27.0,16.1,25.9,2022-01-14,2022,1
424,88.0,11.5,24.8,303.1,27.0,18.0,16.6,2022-01-15,2022,1
425,88.8,31.2,22.7,343.2,24.8,17.0,13.0,2022-01-16,2022,1
426,81.9,0.1,33.5,330.6,28.1,18.0,18.4,2022-01-17,2022,1
427,93.3,107.0,33.1,332.4,26.0,17.0,22.3,2022-01-18,2022,1
428,94.4,15.0,24.5,344.4,22.0,18.0,22.6,2022-01-19,2022,1
429,93.1,10.0,34.9,142.9,22.0,17.0,20.3,2022-01-20,2022,1
430,80.1,0.7,34.2,147.0,24.0,16.0,20.5,2022-01-21,2022,1
431,93.4,16.0,54.7,177.0,21.0,18.0,20.5,2022-01-22,2022,1
432,91.3,103.0,72.7,110.0,24.0,18.8,39.9,2022-01-23,2022,1
433,90.6,12.0,50.4,117.9,23.0,18.9,36.2,2022-01-24,2022,1
434,90.8,7.5,35.6,143.6,21.0,17.0,14.8,2022-01-25,2022,1
435,77.7,0.1,32.0,137.3,27.0,16.0,24.1,2022-01-26,2022,1
436,70.8,0.0,33.1,122.8,26.0,14.0,20.5,2022-01-27,2022,1
437,68.4,0.0,31.3,111.3,28.0,15.4,22.3,2022-01-28,2022,1
438,71.8,0.0,23.4,93.5,30.0,16.0,20.5,2022-01-29,2022,1
439,67.7,0.0,57.6,117.5,30.0,16.2,21.4,2022-01-30,2022,1
440,66.2,0.0,36.0,132.1,28.0,15.0,22.3,2022-01-31,2022,1
441,69.7,0.0,36.4,133.3,25.8,18.0,25.9,2022-02-01,2022,2
442,68.5,0.0,26.3,141.6,27.0,15.0,21.4,2022-02-02,2022,2
443,57.9,0.0,36.0,164.9,30.0,16.0,18.4,2022-02-03,2022,2
444,64.4,0.0,49.7,195.5,28.0,19.0,31.7,2022-02-04,2022,2
445,83.8,1.1,61.2,281.9,23.0,18.9,37.1,2022-02-05,2022,2
446,82.7,16.7,62.3,333.9,26.0,18.0,33.5,2022-02-06,2022,2
447,74.4,0.0,33.5,333.8,27.0,19.0,22.3,2022-02-07,2022,2
448,76.0,0.0,19.4,312.4,29.0,18.0,18.4,2022-02-08,2022,2
449,82.2,0.8,29.9,74.7,30.0,19.0,37.1,2022-02-09,2022,2
450,75.8,3.0,30.6,101.7,29.0,18.0,20.5,2022-02-10,2022,2
451,69.4,0.0,29.5,121.3,28.0,18.1,22.3,2022-02-11,2022,2
452,70.8,0.0,28.8,130.1,27.0,16.2,24.1,2022-02-12,2022,2
453,80.6,11.0,25.9,142.7,29.0,15.0,13.0,2022-02-13,2022,2
454,76.0,0.0,27.0,126.3,28.0,16.9,22.3,2022-02-14,2022,2
455,79.9,0.1,45.7,154.9,27.0,18.0,25.0,2022-02-15,2022,2
456,86.5,23.0,46.4,133.8,25.0,17.0,37.1,2022-02-16,2022,2
457,74.9,1.0,36.0,132.5,26.0,17.0,24.1,2022-02-17,2022,2
458,73.8,0.0,34.6,139.4,27.0,16.0,25.0,2022-02-18,2022,2
459,72.7,0.0,31.7,138.4,27.0,15.0,22.3,2022-02-19,2022,2
460,65.5,0.0,36.4,153.4,29.0,15.0,24.1,2022-02-20,2022,2
461,73.5,0.4,49.0,182.9,27.0,17.0,25.9,2022-02-21,2022,2
462,84.4,5.0,60.1,279.9,21.3,17.0,28.6,2022-02-22,2022,2
463,90.1,9.0,50.0,317.7,26.0,18.0,29.5,2022-02-23,2022,2
464,90.5,5.6,34.6,327.8,27.7,17.7,18.4,2022-02-24,2022,2
465,85.8,10.0,23.8,301.2,28.0,18.0,18.4,2022-02-25,2022,2
466,86.6,8.0,14.8,24.8,26.0,18.0,16.6,2022-02-26,2022,2
467,84.4,4.0,29.2,88.9,27.0,18.9,19.5,2022-02-27,2022,2
468,84.7,31.0,14.8,72.7,28.3,18.0,22.3,2022-02-28,2022,2
469,85.8,42.0,19.4,7.7,29.0,17.0,22.3,2022-03-01,2022,3
470,85.0,7.0,19.1,15.7,29.0,17.0,15.7,2022-03-02,2022,3
471,86.3,17.0,23.4,54.6,30.0,19.0,14.8,2022-03-03,2022,3
472,77.3,0.3,23.0,124.0,28.0,19.0,20.5,2022-03-04,2022,3
473,73.6,0.0,32.0,138.3,27.5,17.0,24.1,2022-03-05,2022,3
474,74.4,0.2,34.2,145.6,28.0,18.0,25.9,2022-03-06,2022,3
475,75.4,0.0,28.8,145.1,27.0,17.0,25.9,2022-03-07,2022,3
476,77.6,0.0,40.0,162.7,24.2,18.0,24.1,2022-03-08,2022,3
477,79.7,0.7,34.6,116.8,28.0,19.0,24.1,2022-03-09,2022,3
478,77.2,0.9,28.4,110.7,28.3,19.0,19.5,2022-03-10,2022,3
479,80.7,0.4,29.5,109.8,27.0,19.0,26.8,2022-03-11,2022,3
480,77.2,2.0,31.3,140.8,26.0,18.0,26.7,2022-03-12,2022,3
481,74.5,0.0,29.9,139.1,26.5,17.0,20.5,2022-03-13,2022,3
482,77.6,0.3,29.5,138.1,28.0,16.0,20.5,2022-03-14,2022,3
483,80.6,0.5,22.7,111.8,28.0,17.3,22.0,2022-03-15,2022,3
484,79.1,1.0,15.1,91.7,27.7,19.0,16.6,2022-03-16,2022,3
485,79.0,0.1,26.6,96.0,29.0,19.3,22.3,2022-03-17,2022,3
486,86.3,7.0,27.4,321.9,29.0,18.0,21.3,2022-03-18,2022,3
487,87.9,6.0,28.1,118.6,28.0,17.3,18.4,2022-03-19,2022,3
488,81.3,0.0,24.8,127.0,23.0,17.0,25.9,2022-03-20,2022,3
489,82.7,0.0,24.1,114.2,22.5,17.0,18.4,2022-03-21,2022,3
490,76.7,0.0,26.3,111.0,27.0,15.0,25.9,2022-03-22,2022,3
491,79.5,0.5,19.1,105.4,27.0,17.0,22.3,2022-03-23,2022,3
492,83.0,4.0,21.2,84.2,29.0,17.0,22.3,2022-03-24,2022,3
493,81.5,38.0,15.1,33.3,31.0,17.5,18.4,2022-03-25,2022,3
494,82.6,0.0,11.9,75.9,29.0,18.0,16.6,2022-03-26,2022,3
495,82.2,6.0,13.0,14.0,29.0,19.0,13.9,2022-03-27,2022,3
496,83.9,15.0,29.2,93.1,29.0,18.0,18.4,2022-03-28,2022,3
497,76.6,0.9,31.0,143.6,25.1,17.3,24.1,2022-03-29,2022,3
498,78.3,0.0,42.5,142.8,24.0,16.0,27.7,2022-03-30,2022,3
499,78.9,0.0,45.7,146.4,23.0,15.0,27.7,2022-03-31,2022,3
500,74.5,0.0,32.0,135.2,24.0,14.3,22.3,2022-04-01,2022,4
501,71.3,0.0,28.8,130.7,26.0,14.0,21.4,2022-04-02,2022,4
